GMT;TIME;WSPE [m/s];WDIR [deg];HUMI [%];PRES [hPa];TEMP [°C];PM10 [ug/m3];PM25 [ug/m3];PM01 [ug/m3];O3 [ug/m3];SO2 [ug/m3];NO [ug/m3];NO2 [ug/m3];CO [ug/m3]
2024-04-01T21:00;01.04.2024 21:00;1.3;206;66;999;15.6;32;11;3;64.7;5.5;2.5;4;100
2024-04-01T22:00;01.04.2024 22:00;1.5;216;73;1000;13.7;8;3;1;68.6;5.5;2.5;4;100
2024-04-01T23:00;01.04.2024 23:00;1;215;80;1000;12.7;7;3;2;61.5;5.5;2.5;4;100
2024-04-02T00:00;02.04.2024 0:00;1.1;224;94;1000;10.8;7;3;2;61.4;5.5;2.5;4;100
2024-04-02T01:00;02.04.2024 1:00;1;258;99;1001;9.2;3;2;1;64.1;5.5;2.5;4;100
2024-04-02T02:00;02.04.2024 2:00;0.5;244;99;1001;8.4;3;1;1;68.7;5.5;2.5;4;100
2024-04-02T03:00;02.04.2024 3:00;0.7;192;99;1001;8.4;3;2;1;60.1;5.5;2.5;4;100
2024-04-02T04:00;02.04.2024 4:00;0.7;244;99;1001;8.5;3;3;2;54.4;5.5;2.5;4;100
2024-04-02T05:00;02.04.2024 5:00;0.8;325;99;1002;8;3;2;2;56.9;5.5;2.5;8.8;100
2024-04-02T06:00;02.04.2024 6:00;1;283;99;1002;7.4;5;4;4;65.4;5.5;2.5;8.8;100
2024-04-02T07:00;02.04.2024 7:00;0.6;234;99;1003;7.1;7;3;2;55.9;5.5;2.5;24;100
2024-04-02T08:00;02.04.2024 8:00;1.1;205;99;1004;7.6;6;4;3;47.5;5.5;2.5;21.2;100
2024-04-02T09:00;02.04.2024 9:00;0.9;223;99;1004;8;7;4;3;53.6;5.5;2.5;14;100
2024-04-02T10:00;02.04.2024 10:00;1.1;238;96;1005;9.2;6;4;3;61.2;5.5;2.5;4;100
2024-04-02T11:00;02.04.2024 11:00;1.7;265;76;1005;10.9;6;3;3;66.7;5.5;2.5;4;100
2024-04-02T12:00;02.04.2024 12:00;1.8;256;64;1006;12.5;7;3;2;74.4;5.5;2.5;4;100
2024-04-02T13:00;02.04.2024 13:00;1.5;250;68;1006;12.2;7;3;2;71.1;5.5;2.5;8.1;100
2024-04-02T14:00;02.04.2024 14:00;1.3;242;61;1006;13.5;7;3;2;77.1;5.5;2.5;4;100
2024-04-02T15:00;02.04.2024 15:00;1.7;248;54;1006;14;7;2;1;84.7;5.5;2.5;4;100
2024-04-02T16:00;02.04.2024 16:00;1.5;249;53;1007;13.7;8;2;1;83.2;5.5;2.5;4;100
2024-04-02T17:00;02.04.2024 17:00;1.3;243;56;1007;13.2;7;2;1;76.9;5.5;2.5;8.1;100
2024-04-02T18:00;02.04.2024 18:00;0.7;224;75;1008;10.8;5;2;1;68.8;5.5;2.5;11.4;100
2024-04-02T19:00;02.04.2024 19:00;0.9;218;72;1009;10.7;7;3;2;63;5.5;2.5;13.1;100
2024-04-02T20:00;02.04.2024 20:00;1.1;225;72;1009;10.4;6;2;2;71.7;5.5;2.5;4;100
2024-04-02T21:00;02.04.2024 21:00;1;212;74;1009;9.7;3;2;2;68.6;5.5;2.5;10.8;100
2024-04-02T22:00;02.04.2024 22:00;1.3;205;80;1009;8.7;8;5;4;61.5;5.5;2.5;13.1;100
2024-04-02T23:00;02.04.2024 23:00;1.8;203;80;1009;8.5;7;4;3;63.5;5.5;2.5;8.2;100
2024-04-03T00:00;03.04.2024 0:00;2.3;197;77;1009;8.6;6;3;3;66.6;5.5;2.5;4;100
2024-04-03T01:00;03.04.2024 1:00;1.7;204;80;1009;7.8;7;4;3;60;5.5;2.5;11.4;100
2024-04-03T02:00;03.04.2024 2:00;1.6;203;80;1009;7.8;6;3;3;62.6;5.5;2.5;9.8;100
2024-04-03T03:00;03.04.2024 3:00;1.6;209;79;1009;8.2;7;3;2;66;5.5;2.5;8.7;100
2024-04-03T04:00;03.04.2024 4:00;1.3;212;83;1009;7.3;7;4;3;60;5.5;2.5;10.5;100
2024-04-03T05:00;03.04.2024 5:00;1.8;206;82;1009;7.2;8;4;2;57.6;5.5;2.5;13.8;100
2024-04-03T06:00;03.04.2024 6:00;1.6;208;79;1009;8;10;4;2;54.4;5.5;2.5;17.1;100
2024-04-03T07:00;03.04.2024 7:00;1.8;214;73;1010;9.5;11;4;3;58.2;5.5;2.5;13.9;100
