GMT;TIME;WSPE [m/s];WDIR [deg];HUMI [%];PRES [hPa];TEMP [°C];PM10 [ug/m3];PM25 [ug/m3];PM01 [ug/m3];O3 [ug/m3];SO2 [ug/m3];NO [ug/m3];NO2 [ug/m3];CO [ug/m3]
2024-04-29T19:00;29.04.2024 19:00;0.1;162;58;1024;19.3;16;8;6;83.4;5.5;2.5;14.7;100
2024-04-29T20:00;29.04.2024 20:00;0.2;182;66;1025;17.3;19;11;9;73.6;5.5;2.5;20.1;100
2024-04-29T21:00;29.04.2024 21:00;0.3;170;67;1025;16.6;24;14;12;78;5.5;2.5;13.9;100
2024-04-29T22:00;29.04.2024 22:00;0.2;157;75;1026;15.2;28;15;12;52.8;5.5;2.5;28.2;100
2024-04-29T23:00;29.04.2024 23:00;0.1;158;84;1026;13.7;29;21;18;31.2;5.5;2.5;42.3;242.7
2024-04-30T00:00;30.04.2024 0:00;0.2;137;92;1026;12.7;29;19;16;16.1;5.5;2.5;45.8;238
2024-04-30T01:00;30.04.2024 1:00;0.2;129;93;1026;11.7;30;20;17;22.9;5.5;2.5;36.4;203.4
2024-04-30T02:00;30.04.2024 2:00;0.2;76;90;1026;11.7;21;15;13;16.1;5.5;2.5;41.6;100
2024-04-30T03:00;30.04.2024 3:00;0;344;96;1026;10.6;28;21;17;18.1;5.5;2.5;31.4;100
2024-04-30T04:00;30.04.2024 4:00;0.1;207;99;1026;9.5;26;18;15;20.9;5.5;2.5;30.4;100
2024-04-30T05:00;30.04.2024 5:00;0.1;153;99;1026;10.4;31;19;16;14.2;5.5;5.8;35.1;205.6
2024-04-30T06:00;30.04.2024 6:00;0.3;141;75;1026;15.3;38;18;14;23.1;5.5;17.1;45.1;209.8
2024-04-30T07:00;30.04.2024 7:00;0.6;113;57;1026;19.5;28;11;8;54.4;5.5;7.2;33.1;100
2024-04-30T08:00;30.04.2024 8:00;1.2;95;44;1026;22.4;20;8;6;87.2;5.5;2.5;13.3;100
2024-04-30T09:00;30.04.2024 9:00;1;141;38;1025;24;16;7;5;96.9;5.5;2.5;13.5;100
2024-04-30T10:00;30.04.2024 10:00;1.3;166;35;1025;24.7;15;6;5;108.1;5.5;2.5;4;100
2024-04-30T11:00;30.04.2024 11:00;1.2;149;32;1024;25.5;16;7;5;108.3;5.5;2.5;8.4;100
2024-04-30T12:00;30.04.2024 12:00;1;170;31;1023;26.1;13;6;5;112.6;5.5;2.5;4;100
2024-04-30T13:00;30.04.2024 13:00;1.3;171;31;1023;26.4;13;6;5;114.8;5.5;2.5;4;100
2024-04-30T14:00;30.04.2024 14:00;1.2;180;32;1022;26.5;14;6;5;113.1;5.5;2.5;4;100
2024-04-30T15:00;30.04.2024 15:00;1;194;30;1021;26.1;13;6;5;113.3;5.5;2.5;4;100
2024-04-30T16:00;30.04.2024 16:00;0.7;257;35;1020;25.2;16;7;5;114;5.5;2.5;4;100
2024-04-30T17:00;30.04.2024 17:00;0.8;284;38;1020;24.3;16;7;6;112.7;5.5;2.5;4;100
2024-04-30T18:00;30.04.2024 18:00;0.3;267;44;1020;22.2;19;8;6;104.9;5.5;2.5;9;100
2024-04-30T19:00;30.04.2024 19:00;0.1;214;50;1021;20;18;9;7;94.4;5.5;2.5;11.1;100
2024-04-30T20:00;30.04.2024 20:00;0.5;176;55;1021;18;19;9;8;88.5;5.5;2.5;11.8;100
2024-04-30T21:00;30.04.2024 21:00;0.1;166;57;1021;16.6;18;9;8;94;5.5;2.5;9;100
2024-04-30T22:00;30.04.2024 22:00;0.3;162;65;1022;14.9;17;9;8;82.5;5.5;2.5;12.2;100
2024-04-30T23:00;30.04.2024 23:00;0.4;172;65;1022;14.7;17;10;8;82.6;5.5;2.5;13.3;100
2024-05-01T00:00;01.05.2024 0:00;0.1;92;67;1021;13.7;18;10;8;73.9;5.5;2.5;21.5;100
2024-05-01T01:00;01.05.2024 1:00;0.1;41;68;1020;12.6;20;11;9;75;5.5;2.5;15;100
2024-05-01T02:00;01.05.2024 2:00;0.2;122;65;1020;12.4;14;8;7;89.2;5.5;2.5;4;100
2024-05-01T03:00;01.05.2024 3:00;0.3;81;63;1020;12.6;16;8;7;76.8;5.5;2.5;10.6;230.1
2024-05-01T04:00;01.05.2024 4:00;0.1;143;73;1020;10.6;14;8;7;66.2;5.5;2.5;15.5;277.9
2024-05-01T05:00;01.05.2024 5:00;0.1;185;79;1020;11.2;19;11;9;46.2;5.5;2.5;20.5;268
2024-05-01T06:00;01.05.2024 6:00;0.3;139;60;1020;16;35;14;10;53.6;5.5;2.5;24.8;100
2024-05-01T07:00;01.05.2024 7:00;0.4;191;51;1020;18;24;11;8;71.7;5.5;2.5;21.9;100
2024-05-01T08:00;01.05.2024 8:00;0.7;74;46;1019;19.9;29;12;10;87;5.5;2.5;15.1;100
2024-05-01T09:00;01.05.2024 9:00;0.8;134;39;1018;21.8;17;6;4;106.2;5.5;2.5;4;100
2024-05-01T10:00;01.05.2024 10:00;1.4;154;36;1017;22.8;20;6;4;109.3;5.5;2.5;4;100
2024-05-01T11:00;01.05.2024 11:00;1.3;161;33;1016;23.7;14;6;4;112.2;5.5;2.5;4;100
2024-05-01T12:00;01.05.2024 12:00;0.7;143;31;1015;24.6;13;5;4;113.7;5.5;2.5;4;100
2024-05-01T13:00;01.05.2024 13:00;0.8;158;29;1014;25.1;13;5;4;115.3;5.5;2.5;4;100
2024-05-01T14:00;01.05.2024 14:00;0.9;170;28;1013;25.3;13;5;4;115.3;5.5;2.5;4;100
2024-05-01T15:00;01.05.2024 15:00;0.9;185;29;1013;24.7;13;5;4;111.4;5.5;2.5;4;100
2024-05-01T16:00;01.05.2024 16:00;1.3;190;31;1013;24.3;13;5;3;110.9;5.5;2.5;4;100
2024-05-01T17:00;01.05.2024 17:00;1.1;192;34;1012;23.4;13;5;3;105;5.5;2.5;4;100
2024-05-01T18:00;01.05.2024 18:00;1;193;38;1012;21.8;15;6;4;102.2;5.5;2.5;4;100
2024-05-01T19:00;01.05.2024 19:00;1.2;185;39;1013;20.3;15;6;4;100.2;5.5;2.5;4;100
2024-05-01T20:00;01.05.2024 20:00;0.8;184;45;1013;19;13;6;4;98.2;5.5;2.5;4;100
2024-05-01T21:00;01.05.2024 21:00;0.8;167;46;1013;18.3;17;10;8;99.3;5.5;2.5;4;100
2024-05-01T22:00;01.05.2024 22:00;0.4;183;50;1013;17.6;14;6;5;96.2;5.5;2.5;4;100
2024-05-01T23:00;01.05.2024 23:00;0.2;130;56;1013;16.1;14;7;5;88;5.5;2.5;9;100
2024-05-02T00:00;02.05.2024 0:00;0.1;61;64;1012;14.2;14;7;5;78.8;5.5;2.5;10.6;100
2024-05-02T01:00;02.05.2024 1:00;0.1;126;75;1012;12.4;14;8;6;63.6;5.5;2.5;11.1;100
2024-05-02T02:00;02.05.2024 2:00;0.3;90;73;1012;12.5;14;7;6;67.1;5.5;2.5;12.5;100
2024-05-02T03:00;02.05.2024 3:00;0.4;76;71;1012;12.5;16;8;6;60.9;5.5;2.5;18.1;285
2024-05-02T04:00;02.05.2024 4:00;0.2;81;76;1011;11.5;20;10;7;39.7;5.5;2.5;34.6;426.9
2024-05-02T05:00;02.05.2024 5:00;0.2;55;75;1011;12.4;26;11;8;26.7;5.5;7;47.8;398
2024-05-02T06:00;02.05.2024 6:00;0.6;90;59;1011;17;55;20;13;21.6;11.4;22.3;62.3;459.8
2024-05-02T07:00;02.05.2024 7:00;0.9;126;51;1011;18.6;43;11;6;67.5;5.5;5.5;29.3;302.1
2024-05-02T08:00;02.05.2024 8:00;1.2;165;48;1011;18.9;36;15;10;91.6;5.5;2.5;11.8;100
2024-05-02T09:00;02.05.2024 9:00;1.3;141;46;1010;19.8;29;10;6;87.8;5.5;2.5;10.4;100
2024-05-02T10:00;02.05.2024 10:00;1.4;134;42;1010;21.3;25;6;3;93.9;5.5;2.5;9;100
2024-05-02T11:00;02.05.2024 11:00;1.5;136;41;1010;22.1;24;6;3;100.2;5.5;2.5;4;100
2024-05-02T12:00;02.05.2024 12:00;1;109;43;1009;22.2;24;6;3;99.4;5.5;2.5;4;100
2024-05-02T13:00;02.05.2024 13:00;0.6;139;45;1009;21.7;21;6;3;97.3;5.5;2.5;8.6;100
2024-05-02T14:00;02.05.2024 14:00;0.9;187;45;1008;22.2;19;6;4;95.4;5.5;2.5;4;100
2024-05-02T15:00;02.05.2024 15:00;1.3;171;43;1008;22.6;19;7;4;98.8;5.5;2.5;4;100
2024-05-02T16:00;02.05.2024 16:00;0.8;186;46;1008;22.6;19;7;4;92.8;5.5;2.5;4;100
2024-05-02T17:00;02.05.2024 17:00;0.3;209;54;1008;20.9;24;9;6;83.1;5.5;2.5;9.2;100
2024-05-02T18:00;02.05.2024 18:00;0.3;205;59;1008;19.4;20;8;5;81;5.5;2.5;10.2;100
2024-05-02T19:00;02.05.2024 19:00;0.1;161;64;1008;18.4;20;7;5;75.7;5.5;2.5;11.1;100
2024-05-02T20:00;02.05.2024 20:00;0;355;70;1008;17.4;17;7;5;65.5;5.5;2.5;13;100
2024-05-02T21:00;02.05.2024 21:00;0.1;142;69;1008;17.2;22;8;5;57.1;5.5;2.5;19.3;100
2024-05-02T22:00;02.05.2024 22:00;0;359;66;1008;16.8;16;7;5;68.6;5.5;2.5;15;100
2024-05-02T23:00;02.05.2024 23:00;0.2;273;72;1009;15.6;18;9;7;59.6;5.5;2.5;19.3;100
2024-05-03T00:00;03.05.2024 0:00;0;100;74;1009;14.9;22;10;7;56;5.5;2.5;19.6;100
2024-05-03T01:00;03.05.2024 1:00;0.6;81;68;1008;15.5;16;8;6;68;5.5;2.5;13.2;100
2024-05-03T02:00;03.05.2024 2:00;0.2;61;69;1008;15.2;17;8;6;53.1;12.5;2.5;24.4;466.6
2024-05-03T03:00;03.05.2024 3:00;0.4;74;70;1008;14.9;16;8;6;43.5;13.6;2.5;31.6;557.5
2024-05-03T04:00;03.05.2024 4:00;0.2;89;71;1009;14.6;20;10;7;42.1;5.5;2.5;32.2;540.8
2024-05-03T05:00;03.05.2024 5:00;0.2;105;72;1009;14.7;26;13;9;29.5;5.5;2.5;44.9;496.1
2024-05-03T06:00;03.05.2024 6:00;0.3;50;69;1009;15.6;33;14;10;27.7;5.5;7.2;50.2;470.7
2024-05-03T07:00;03.05.2024 7:00;0.6;146;60;1010;17.8;52;19;13;51.9;5.5;5.9;35.3;252.9
2024-05-03T08:00;03.05.2024 8:00;0.9;161;53;1010;19.7;29;8;5;76.8;5.5;2.5;18.3;100
2024-05-03T09:00;03.05.2024 9:00;0.9;162;46;1010;20.5;16;5;3;97.4;5.5;2.5;4;100
2024-05-03T10:00;03.05.2024 10:00;1.3;164;43;1011;21.3;16;5;3;105.8;5.5;2.5;4;100
2024-05-03T11:00;03.05.2024 11:00;0.8;195;41;1010;22;12;4;3;108.3;5.5;2.5;4;100
2024-05-03T12:00;03.05.2024 12:00;0.5;222;41;1010;22.1;12;5;3;109;5.5;2.5;4;100
2024-05-03T13:00;03.05.2024 13:00;0.6;256;40;1010;22.4;13;5;3;113.3;5.5;2.5;4;100
2024-05-03T14:00;03.05.2024 14:00;0.4;279;40;1010;22.7;13;5;4;114.6;5.5;2.5;4;100
2024-05-03T15:00;03.05.2024 15:00;0.5;269;43;1010;22.4;13;5;4;111.8;5.5;2.5;4;100
2024-05-03T16:00;03.05.2024 16:00;0.4;227;49;1010;21.3;15;6;4;103.3;5.5;2.5;4;100
2024-05-03T17:00;03.05.2024 17:00;0.8;195;64;1010;19.1;19;7;5;86.9;5.5;2.5;11.3;100
2024-05-03T18:00;03.05.2024 18:00;0.3;182;68;1011;18.4;19;8;5;80.9;5.5;2.5;12.4;100
2024-05-03T19:00;03.05.2024 19:00;0.6;185;72;1012;17.3;15;7;5;82.7;5.5;2.5;8.7;100
2024-05-03T20:00;03.05.2024 20:00;0.5;193;74;1012;16;14;7;6;77;5.5;2.5;9.1;100
2024-05-03T21:00;03.05.2024 21:00;0.3;184;75;1013;14.9;13;7;6;73.8;5.5;2.5;12.1;100
2024-05-03T22:00;03.05.2024 22:00;0.1;137;79;1013;14;13;8;7;72.2;5.5;2.5;10.8;100
2024-05-03T23:00;03.05.2024 23:00;0.1;248;88;1014;12.9;13;8;6;61.6;5.5;2.5;11.5;100
2024-05-04T00:00;04.05.2024 0:00;0.2;207;94;1014;12.1;16;10;8;51.5;5.5;2.5;14.2;100
2024-05-04T01:00;04.05.2024 1:00;0.4;199;96;1014;12;17;12;10;46.8;5.5;2.5;16.2;100
2024-05-04T02:00;04.05.2024 2:00;0.2;178;98;1014;11.3;25;17;15;43.4;5.5;2.5;12.9;100
2024-05-04T03:00;04.05.2024 3:00;0.1;170;99;1014;10.2;18;13;12;36.2;5.5;2.5;13.5;100
2024-05-04T04:00;04.05.2024 4:00;0.1;126;99;1015;9.5;19;13;12;18.4;5.5;2.5;22.4;100
2024-05-04T05:00;04.05.2024 5:00;0.1;95;99;1015;10.2;20;14;12;10.8;5.5;6.6;28.5;100
2024-05-04T06:00;04.05.2024 6:00;0.3;124;89;1015;13.4;36;17;14;21.3;5.5;12.9;30.7;100
2024-05-04T07:00;04.05.2024 7:00;0.8;347;81;1016;15.3;18;11;9;62.2;5.5;2.5;12.3;100
2024-05-04T08:00;04.05.2024 8:00;1;351;77;1016;16.8;15;10;8;73.6;5.5;2.5;4;100
2024-05-04T09:00;04.05.2024 9:00;0.6;360;72;1016;18.3;19;13;12;76.2;5.5;2.5;4;100
2024-05-04T10:00;04.05.2024 10:00;0.7;351;68;1016;19.5;22;14;12;84.1;5.5;2.5;4;100
2024-05-04T11:00;04.05.2024 11:00;0.7;31;60;1015;20.9;22;13;12;100.1;5.5;2.5;4;100
2024-05-04T12:00;04.05.2024 12:00;1.2;349;55;1015;22;23;13;11;109.3;5.5;2.5;4;100
2024-05-04T13:00;04.05.2024 13:00;1.1;53;38;1014;24;20;10;8;117.9;5.5;2.5;4;100
2024-05-04T14:00;04.05.2024 14:00;1.1;68;32;1014;24.4;19;9;7;120.4;5.5;2.5;4;100
2024-05-04T15:00;04.05.2024 15:00;1.1;16;32;1014;24.4;19;9;7;122.3;5.5;2.5;4;100
2024-05-04T16:00;04.05.2024 16:00;0.6;29;32;1013;24.5;20;10;8;126;5.5;2.5;4;100
2024-05-04T17:00;04.05.2024 17:00;0.8;97;36;1013;23.9;25;11;9;126.1;5.5;2.5;4;100
2024-05-04T18:00;04.05.2024 18:00;1;92;38;1014;22.5;44;13;8;112;5.5;2.5;15.5;100
2024-05-04T19:00;04.05.2024 19:00;0.2;89;44;1014;19.6;35;11;8;99;5.5;2.5;17.3;100
2024-05-04T20:00;04.05.2024 20:00;0.1;196;57;1014;15.6;21;10;8;93;5.5;2.5;15.9;100
2024-05-04T21:00;04.05.2024 21:00;0.1;174;64;1014;13.7;42;17;12;76.5;5.5;2.5;25.9;100
2024-05-04T22:00;04.05.2024 22:00;0.1;147;71;1015;12.7;48;22;17;54.7;5.5;2.5;35.8;221.6
2024-05-04T23:00;04.05.2024 23:00;0.1;169;82;1014;11.7;96;31;20;14.9;5.5;2.5;68.5;333.9
2024-05-05T00:00;05.05.2024 0:00;0.1;136;91;1014;10.7;107;34;21;5;5.5;34.4;76;407.4
2024-05-05T01:00;05.05.2024 1:00;0.1;167;97;1014;9.7;104;33;19;5;5.5;28;67.6;340.1
2024-05-05T02:00;05.05.2024 2:00;0.1;181;99;1013;9;86;30;19;5;5.5;22;57;319.9
2024-05-05T03:00;05.05.2024 3:00;0.1;182;99;1013;8.7;45;26;21;18.5;5.5;2.5;28.4;246.5
2024-05-05T04:00;05.05.2024 4:00;0.1;67;99;1013;8.9;28;19;17;32.5;5.5;2.5;12.4;219
2024-05-05T05:00;05.05.2024 5:00;0.4;146;93;1013;10.9;27;18;15;33.7;5.5;2.5;16.8;209.6
2024-05-05T06:00;05.05.2024 6:00;0.7;176;75;1013;14.3;23;15;13;57.9;5.5;2.5;12.9;100
2024-05-05T07:00;05.05.2024 7:00;0.6;175;68;1013;16.5;19;12;11;70;5.5;2.5;10.8;100
2024-05-05T08:00;05.05.2024 8:00;0.7;185;62;1013;19.8;20;11;9;81.1;5.5;2.5;8.6;100
2024-05-05T09:00;05.05.2024 9:00;1.1;180;57;1012;21.7;20;10;8;99;5.5;2.5;4;100
2024-05-05T10:00;05.05.2024 10:00;0.7;205;47;1012;23.7;20;8;7;110.3;5.5;2.5;4;100
2024-05-05T11:00;05.05.2024 11:00;1;177;38;1011;24.6;16;7;5;114.9;5.5;2.5;4;100
2024-05-05T12:00;05.05.2024 12:00;0.8;190;36;1011;24.8;16;6;5;113.2;5.5;2.5;4;100
2024-05-05T13:00;05.05.2024 13:00;1.2;181;32;1010;25.3;21;7;4;115.4;5.5;2.5;4;100
2024-05-05T14:00;05.05.2024 14:00;1;190;33;1009;24.4;16;6;4;113.4;5.5;2.5;4;100
2024-05-05T15:00;05.05.2024 15:00;1;191;36;1009;23.8;19;7;5;113.3;5.5;2.5;4;100
2024-05-05T16:00;05.05.2024 16:00;0.9;197;41;1009;23.2;15;7;5;111.3;5.5;2.5;4;100
2024-05-05T17:00;05.05.2024 17:00;0.6;191;44;1009;22.2;15;7;5;106.8;5.5;2.5;4;100
2024-05-05T18:00;05.05.2024 18:00;0.4;190;47;1009;21.1;16;7;5;103.4;5.5;2.5;4;100
2024-05-05T19:00;05.05.2024 19:00;0.3;264;51;1009;20;15;8;6;95.3;5.5;2.5;10.2;100
2024-05-05T20:00;05.05.2024 20:00;0.3;298;89;1010;15.7;19;8;6;88.3;5.5;2.5;8.7;100
2024-05-05T21:00;05.05.2024 21:00;0.2;218;99;1010;13.7;14;6;4;71.6;5.5;2.5;9.2;100
2024-05-05T22:00;05.05.2024 22:00;0.2;289;99;1010;13.6;16;8;5;58.9;5.5;2.5;12.2;100
2024-05-05T23:00;05.05.2024 23:00;0.2;168;99;1010;13.1;16;10;8;46;5.5;2.5;13.1;100
2024-05-06T00:00;06.05.2024 0:00;0.1;201;99;1010;12.6;16;11;9;37.6;5.5;2.5;16.2;100
2024-05-06T01:00;06.05.2024 1:00;0.1;197;99;1010;13;21;15;13;35.7;5.5;2.5;12.3;100
2024-05-06T02:00;06.05.2024 2:00;0.1;123;99;1010;12.3;29;23;21;35.9;5.5;2.5;9.6;100
2024-05-06T03:00;06.05.2024 3:00;0.1;163;99;1010;12.1;21;14;12;32.2;5.5;2.5;13.3;100
2024-05-06T04:00;06.05.2024 4:00;0.1;153;99;1010;11.5;22;16;14;25.1;5.5;2.5;14.3;100
2024-05-06T05:00;06.05.2024 5:00;0.2;170;99;1010;12.2;20;13;11;27.3;5.5;2.5;16.5;100
2024-05-06T06:00;06.05.2024 6:00;0.4;156;99;1010;13.6;19;12;11;34.5;5.5;2.5;18.5;100
2024-05-06T07:00;06.05.2024 7:00;0.4;197;94;1010;15.2;17;11;9;42.4;5.5;2.5;14.9;100
2024-05-06T08:00;06.05.2024 8:00;0.6;176;82;1010;17.5;15;9;8;56;5.5;2.5;8.6;100
2024-05-06T09:00;06.05.2024 9:00;0.8;176;71;1010;19.1;8;5;4;69.9;5.5;2.5;4;100
2024-05-06T10:00;06.05.2024 10:00;0.6;180;61;1009;20.8;7;3;2;78.1;5.5;2.5;4;100
2024-05-06T11:00;06.05.2024 11:00;0.4;204;57;1009;21.6;7;3;3;82.3;5.5;2.5;4;100
2024-05-06T12:00;06.05.2024 12:00;0.6;208;55;1009;21.9;7;3;2;82.4;5.5;2.5;4;100
2024-05-06T13:00;06.05.2024 13:00;0.4;224;53;1008;22.4;6;2;2;85.2;5.5;2.5;4;100
2024-05-06T14:00;06.05.2024 14:00;0.4;226;50;1007;23;6;2;2;89.5;5.5;2.5;4;100
2024-05-06T15:00;06.05.2024 15:00;0.4;224;47;1007;22.9;7;3;2;93.8;5.5;2.5;4;100
2024-05-06T16:00;06.05.2024 16:00;0.4;255;46;1006;23.2;6;3;2;94.2;5.5;2.5;4;100
2024-05-06T17:00;06.05.2024 17:00;0.6;328;48;1006;22.7;7;3;2;89.3;5.5;2.5;4;100
2024-05-06T18:00;06.05.2024 18:00;1.1;330;59;1007;20.6;13;4;3;75.4;5.5;2.5;9.4;100
2024-05-06T19:00;06.05.2024 19:00;0.7;332;80;1007;17.6;17;7;6;64.6;5.5;2.5;12.6;100
2024-05-06T20:00;06.05.2024 20:00;0.9;346;94;1007;16.1;15;9;8;61.9;5.5;2.5;12.6;100
2024-05-06T21:00;06.05.2024 21:00;0.9;333;99;1008;15.4;19;13;12;52.8;5.5;2.5;43;100
2024-05-06T22:00;06.05.2024 22:00;1.8;351;99;1009;14.2;15;11;9;52.7;5.5;2.5;9;100
2024-05-06T23:00;06.05.2024 23:00;1;348;99;1009;12.6;9;6;5;65;5.5;2.5;4;100
2024-05-07T00:00;07.05.2024 0:00;0.6;3;99;1009;12.4;8;5;4;65.4;5.5;2.5;4;100
2024-05-07T01:00;07.05.2024 1:00;0.3;336;99;1009;12.5;11;8;7;54.5;5.5;2.5;9.4;100
2024-05-07T02:00;07.05.2024 2:00;0.6;333;99;1010;12.3;10;7;6;54.5;5.5;2.5;8.2;100
2024-05-07T03:00;07.05.2024 3:00;0.8;338;99;1010;12.3;11;8;7;51.6;5.5;2.5;4;100
2024-05-07T04:00;07.05.2024 4:00;0.7;336;99;1010;12.3;14;10;9;44.3;5.5;2.5;10.1;100
2024-05-07T05:00;07.05.2024 5:00;0.7;338;99;1011;12.4;18;13;11;33.7;5.5;2.5;16.2;100
2024-05-07T06:00;07.05.2024 6:00;1;351;99;1011;12.4;20;14;13;36.2;5.5;2.5;18.3;100
2024-05-07T07:00;07.05.2024 7:00;1.6;355;98;1012;13.1;21;14;13;46.7;5.5;2.5;13.4;100
2024-05-07T08:00;07.05.2024 8:00;1.4;359;81;1013;15.1;18;11;9;59.3;5.5;2.5;13.3;100
2024-05-07T09:00;07.05.2024 9:00;1.4;356;73;1013;16;17;10;8;69.2;5.5;2.5;12.7;100
2024-05-07T10:00;07.05.2024 10:00;1.4;0;69;1014;16.4;12;7;6;81.7;5.5;2.5;4;100
2024-05-07T11:00;07.05.2024 11:00;1.6;344;65;1014;17;12;7;6;85.8;5.5;2.5;4;100
2024-05-07T12:00;07.05.2024 12:00;1.7;350;65;1015;16.3;13;7;6;88.7;5.5;2.5;8.2;100
2024-05-07T13:00;07.05.2024 13:00;1.7;351;63;1015;16.6;12;7;6;91.2;5.5;2.5;8.1;100
2024-05-07T14:00;07.05.2024 14:00;1.7;347;63;1015;16.4;15;10;9;89.4;5.5;2.5;8.7;100
2024-05-07T15:00;07.05.2024 15:00;1.9;345;65;1016;16.1;15;10;9;88.1;5.5;2.5;4;100
2024-05-07T16:00;07.05.2024 16:00;1.9;349;69;1017;15.2;14;9;8;82.1;5.5;2.5;9;100
2024-05-07T17:00;07.05.2024 17:00;1.9;347;69;1017;14.5;12;8;7;83;5.5;2.5;4;100
2024-05-07T18:00;07.05.2024 18:00;1.4;351;70;1018;14.1;12;8;7;81.3;5.5;2.5;8.8;100
2024-05-07T19:00;07.05.2024 19:00;1.2;355;71;1018;13.8;15;10;9;77.6;5.5;2.5;10.8;100
2024-05-07T20:00;07.05.2024 20:00;1.1;357;74;1019;13.5;17;12;11;66.8;5.5;2.5;15.5;100
2024-05-07T21:00;07.05.2024 21:00;1.2;2;77;1020;13.1;17;12;11;65.2;5.5;2.5;13.2;100
2024-05-07T22:00;07.05.2024 22:00;1.4;2;79;1020;12.7;15;10;9;63.3;5.5;2.5;12.6;100
2024-05-07T23:00;07.05.2024 23:00;1.4;2;81;1020;12.4;15;10;9;61.5;5.5;2.5;12.7;100
2024-05-08T00:00;08.05.2024 0:00;1.4;359;82;1020;12.1;15;10;9;59.6;5.5;2.5;12.7;100
2024-05-08T01:00;08.05.2024 1:00;1;10;84;1020;11.6;14;9;8;59.1;5.5;2.5;9.4;100
2024-05-08T02:00;08.05.2024 2:00;0.8;12;83;1020;11;15;8;6;58.3;5.5;2.5;8.3;100
2024-05-08T03:00;08.05.2024 3:00;0.9;9;80;1021;10.3;13;6;4;61.4;5.5;2.5;4;100
2024-05-08T04:00;08.05.2024 4:00;0.9;13;79;1021;9.9;13;5;4;59.8;5.5;2.5;8.7;100
2024-05-08T05:00;08.05.2024 5:00;1.1;356;79;1021;9.7;13;6;4;58.2;5.5;2.5;10.1;100
2024-05-08T06:00;08.05.2024 6:00;0.9;3;80;1022;9.6;15;6;5;56.2;5.5;2.5;9.8;100
2024-05-08T07:00;08.05.2024 7:00;1.2;8;80;1022;9.9;15;8;6;53;5.5;2.5;10.5;100
2024-05-08T08:00;08.05.2024 8:00;1.3;1;79;1022;11.1;20;11;9;50.8;5.5;2.5;9.4;100
2024-05-08T09:00;08.05.2024 9:00;1.3;358;75;1023;12.5;19;11;9;53;5.5;2.5;8.3;100
2024-05-08T10:00;08.05.2024 10:00;1.4;9;66;1023;13.8;16;8;7;67.8;5.5;2.5;4;100
2024-05-08T11:00;08.05.2024 11:00;1.2;27;54;1023;15;13;5;4;83.7;5.5;2.5;4;100
2024-05-08T12:00;08.05.2024 12:00;1.2;47;53;1022;15.8;15;6;4;81.8;5.5;2.5;4;100
2024-05-08T13:00;08.05.2024 13:00;1.5;86;55;1022;16;16;6;4;83;5.5;2.5;4;100
2024-05-08T14:00;08.05.2024 14:00;1.2;71;54;1022;16.1;17;6;4;89.4;5.5;2.5;4;100
2024-05-08T15:00;08.05.2024 15:00;1.1;71;51;1022;16.2;15;6;4;95.3;5.5;2.5;4;100
2024-05-08T16:00;08.05.2024 16:00;0.9;55;50;1023;16.4;17;6;4;97.6;5.5;2.5;4;100
2024-05-08T17:00;08.05.2024 17:00;0.9;71;51;1023;16.2;17;6;4;96.9;5.5;2.5;4;100
2024-05-08T18:00;08.05.2024 18:00;0.8;78;50;1023;15.6;16;6;4;97.2;5.5;2.5;4;100
2024-05-08T19:00;08.05.2024 19:00;0.4;48;52;1024;14.6;17;6;4;92.8;5.5;2.5;8;100
2024-05-08T20:00;08.05.2024 20:00;0.6;357;58;1024;13.5;20;9;6;80.2;5.5;2.5;14.3;100
2024-05-08T21:00;08.05.2024 21:00;0.1;315;74;1024;10.5;21;10;8;59;5.5;2.5;23.6;100
2024-05-08T22:00;08.05.2024 22:00;0.2;319;78;1025;9.9;20;11;8;53.2;5.5;2.5;22.2;100
2024-05-08T23:00;08.05.2024 23:00;0.3;3;80;1025;9.6;23;13;11;53.6;5.5;2.5;17.5;100
2024-05-09T00:00;09.05.2024 0:00;0.7;351;76;1025;9.9;25;15;13;52.4;5.5;2.5;19;203.2
2024-05-09T01:00;09.05.2024 1:00;0.7;352;78;1025;9.3;24;14;12;50.4;5.5;2.5;19.1;100
2024-05-09T02:00;09.05.2024 2:00;0.4;348;80;1025;8.5;22;14;12;49.5;5.5;2.5;20.8;100
2024-05-09T03:00;09.05.2024 3:00;0.6;338;82;1025;7.9;23;13;11;52.1;5.5;2.5;14.7;100
2024-05-09T04:00;09.05.2024 4:00;0.5;342;86;1025;7.1;23;13;11;46.1;5.5;2.5;16.8;100
2024-05-09T05:00;09.05.2024 5:00;0.6;346;82;1026;8;25;13;11;44.6;5.5;2.5;21.4;100
2024-05-09T06:00;09.05.2024 6:00;1;340;74;1026;9.7;25;14;11;52.4;5.5;2.5;16.5;100
2024-05-09T07:00;09.05.2024 7:00;1.1;357;66;1026;11.5;27;14;11;59;5.5;2.5;15.2;100
2024-05-09T08:00;09.05.2024 8:00;1.1;333;61;1026;13.2;27;14;12;64;5.5;2.5;13.4;100
2024-05-09T09:00;09.05.2024 9:00;1.3;345;56;1026;14.8;26;14;11;72.9;5.5;2.5;12;100
2024-05-09T10:00;09.05.2024 10:00;1.2;0;49;1026;16.6;25;13;10;84.9;5.5;2.5;11.4;100
