GMT;TIME;WSPE [m/s];WDIR [deg];HUMI [%];PRES [hPa];TEMP [°C];PM10 [ug/m3];PM25 [ug/m3];PM01 [ug/m3];O3 [ug/m3];SO2 [ug/m3];NO [ug/m3];NO2 [ug/m3];CO [ug/m3]
2024-01-08T11:00;08.01.2024 11:00;2.6;5;97;1026;-8.9;19;;;29.4;12.2;6.6;19.2;278.1
2024-01-08T12:00;08.01.2024 12:00;2.6;4;95;1026;-8.7;21;;;33.3;5.5;5.5;16.8;266.8
2024-01-08T13:00;08.01.2024 13:00;2.9;3;93;1027;-8.4;14;;;33;5.5;5.9;18.3;252.5
2024-01-08T14:00;08.01.2024 14:00;2.3;358;94;1027;-8.5;22;;;30.1;5.5;5.8;21.6;273.1
2024-01-08T15:00;08.01.2024 15:00;1.4;347;94;1028;-9.1;26;;;21.6;5.5;7.6;31.5;335
2024-01-08T16:00;08.01.2024 16:00;1.4;354;95;1029;-9.6;28;;;19.6;5.5;2.5;31.4;364.4
2024-01-08T17:00;08.01.2024 17:00;1.4;345;95;1030;-10.2;33;;;17.6;5.5;2.5;30.7;447.6
2024-01-08T18:00;08.01.2024 18:00;1.1;336;95;1031;-10.5;40;;;14.7;11.7;2.5;33.3;454.8
2024-01-08T19:00;08.01.2024 19:00;1.8;3;94;1031;-10;40;;;12.4;19.6;2.5;37.9;427.3
2024-01-08T20:00;08.01.2024 20:00;1.2;340;94;1032;-10.9;34;;;10.5;15.5;2.5;38.8;468.1
2024-01-08T21:00;08.01.2024 21:00;1.2;350;94;1032;-11.4;43;;;10.5;15;2.5;38.4;483.3
2024-01-08T22:00;08.01.2024 22:00;1.7;7;94;1033;-11.5;44;;;5;19.5;2.5;42.1;474.9
2024-01-08T23:00;08.01.2024 23:00;1.9;0;94;1033;-11.9;46;;;5;22;5.3;45.7;500
2024-01-09T00:00;09.01.2024 0:00;2.3;5;94;1033;-12.2;48;;;5;23.9;5.1;46.3;547.9
2024-01-09T01:00;09.01.2024 1:00;2.4;7;94;1034;-12.7;48;;;5;23.8;2.5;45.6;558.7
2024-01-09T02:00;09.01.2024 2:00;2.2;8;94;1034;-13.3;47;;;5;23.4;2.5;45.9;569.8
2024-01-09T03:00;09.01.2024 3:00;2;8;94;1034;-13.7;42;;;5;23.9;2.5;46.1;560.2
2024-01-09T04:00;09.01.2024 4:00;1.5;11;94;1034;-14.1;39;;;5;22.3;2.5;42.3;519.6
2024-01-09T05:00;09.01.2024 5:00;0.9;8;94;1034;-14.4;39;;;5;24.6;5.9;45;546.5
2024-01-09T06:00;09.01.2024 6:00;1.3;328;93;1034;-15.1;37;;;5;20.9;11.3;46.7;572.2
2024-01-09T07:00;09.01.2024 7:00;1;328;92;1035;-15.6;48;;;5;21.2;19.9;47.4;598.1
2024-01-09T08:00;09.01.2024 8:00;1.2;334;92;1035;-15.7;50;;;5;22;26.6;43.3;652.4
2024-01-09T09:00;09.01.2024 9:00;1.4;347;92;1035;-15.4;50;;;14.7;21.1;21.4;36.3;601.9
2024-01-09T10:00;09.01.2024 10:00;1.1;344;91;1036;-14.4;67;;;17;24;23.6;38.3;626.9
2024-01-09T11:00;09.01.2024 11:00;1.2;342;90;1036;-13.5;56;;;22.1;24.8;22.1;36.1;605.5
2024-01-09T12:00;09.01.2024 12:00;1.2;9;87;1035;-12.1;52;;;30.6;23.4;18.1;32.7;544.9
2024-01-09T13:00;09.01.2024 13:00;0.8;21;83;1035;-11.1;45;;;32.4;23.2;15.4;35.9;501.1
2024-01-09T14:00;09.01.2024 14:00;1;326;83;1035;-11.2;60;;;27.4;21.4;15.2;44.3;621.6
2024-01-09T15:00;09.01.2024 15:00;0.7;335;85;1035;-11.6;64;;;17.5;21.1;12.8;55.8;669.8
2024-01-09T16:00;09.01.2024 16:00;0.6;337;87;1036;-12.2;64;;;5;19.4;9.7;68.8;651.8
2024-01-09T17:00;09.01.2024 17:00;0.4;354;87;1036;-12.6;45;;;11.8;16.6;5.5;60.3;571.2
2024-01-09T18:00;09.01.2024 18:00;0.2;7;91;1036;-13.6;40;;;5;14.1;2.5;60.1;600
2024-01-09T19:00;09.01.2024 19:00;0.1;96;89;1036;-13.8;45;;;5;14;2.5;59;649.8
2024-01-09T20:00;09.01.2024 20:00;0.2;180;93;1036;-15.2;49;;;5;11.8;8.7;64.7;714.4
2024-01-09T21:00;09.01.2024 21:00;0.2;159;92;1036;-16.1;82;;;5;5.5;73.1;72.3;1167.5
2024-01-09T22:00;09.01.2024 22:00;0;180;92;1036;-16.5;95;;;5;16.9;82.5;74.2;1432.6
2024-01-09T23:00;09.01.2024 23:00;0.2;168;91;1036;-16.8;99;;;5;18.9;68.7;71.5;1528.3
2024-01-10T00:00;10.01.2024 0:00;0.2;120;91;1035;-17.1;110;;;5;13.1;84.8;67.6;1730.6
2024-01-10T01:00;10.01.2024 1:00;0.3;117;90;1035;-17.6;109;;;5;13.1;77.7;63;1881.1
2024-01-10T02:00;10.01.2024 2:00;0.2;129;90;1035;-17.9;104;;;5;14.2;64.6;62.5;1845.6
2024-01-10T03:00;10.01.2024 3:00;0.3;100;90;1035;-17.5;93;;;5;16.6;50.7;59.1;1763.9
2024-01-10T04:00;10.01.2024 4:00;0.2;130;89;1035;-18;106;;;5;16.1;55.6;56;1863.4
2024-01-10T05:00;10.01.2024 5:00;0.2;141;89;1035;-18.2;103;;;5;13.3;65.3;55.7;1919.6
2024-01-10T06:00;10.01.2024 6:00;0.1;192;89;1034;-18.3;97;;;5;13.7;81.4;61.2;1876.6
2024-01-10T07:00;10.01.2024 7:00;0.2;169;90;1034;-18;91;;;5;15;94.5;67.2;1706.9
2024-01-10T08:00;10.01.2024 8:00;0.3;167;93;1034;-16.2;84;;;5;15.1;97.3;66.1;1415.3
2024-01-10T09:00;10.01.2024 9:00;0.8;172;92;1034;-13;79;;;10;18.3;68.1;58.6;1060.7
2024-01-10T10:00;10.01.2024 10:00;0.8;182;80;1034;-9.6;55;;;20.8;27.4;36;47.6;793.3
2024-01-10T11:00;10.01.2024 11:00;0.6;211;73;1033;-7.5;50;;;30.9;22.2;25.6;44.3;746.2
